year,workstat,prestige,divorce,widowed,educ,reg16,babies,preteen,teens,income,region,attend,happy,owngun,tvhours,vhappy,mothfath16,black,gwbush04,female,blackfemale,gwbush00,occattend,regattend,y94,y96,y98,y00,y02,y04,y06,unem10
1996,working fulltime,28,no,NA,14,e. nor. central,0,0,0,$25000 or more,south atlantic,sevrl times a yr,pretty happy,NA,3,0,0,0,NA,1,0,NA,1,0,0,1,0,0,0,0,0,0
1996,working fulltime,50,no,iap,12,south atlantic,0,0,0,$25000 or more,south atlantic,every week,very happy,NA,2,1,1,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,0
1996,working fulltime,32,NA,NA,12,south atlantic,1,0,0,lt $1000,south atlantic,never,very happy,iap,NA,1,1,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,1
1996,keeping house,46,no,iap,13,south atlantic,1,0,0,$25000 or more,south atlantic,every week,very happy,yes,1,1,1,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,NA
1996,working fulltime,50,no,NA,11,south atlantic,0,0,0,$10000 - 14999,south atlantic,never,pretty happy,NA,2,0,0,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,0
1996,working fulltime,31,NA,NA,16,south atlantic,0,0,0,$25000 or more,south atlantic,sevrl times a yr,pretty happy,yes,2,0,0,0,NA,0,0,NA,1,0,0,1,0,0,0,0,0,NA
1996,keeping house,35,yes,iap,10,south atlantic,0,1,0,$15000 - 19999,south atlantic,2-3x a month,very happy,yes,NA,1,0,0,NA,1,0,NA,1,0,0,1,0,0,0,0,0,NA
1996,working parttime,34,no,yes,9,south atlantic,1,0,1,$10000 - 14999,south atlantic,lt once a year,pretty happy,yes,NA,0,1,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,1
1996,working fulltime,63,no,iap,14,south atlantic,1,1,1,$25000 or more,south atlantic,never,pretty happy,NA,3,0,0,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,0
1996,working parttime,29,NA,NA,16,south atlantic,0,0,0,$25000 or more,south atlantic,every week,pretty happy,yes,3,0,1,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,NA
1996,keeping house,43,no,iap,12,south atlantic,2,0,0,$25000 or more,south atlantic,nrly every week,very happy,iap,NA,1,1,0,NA,1,0,NA,0,1,0,1,0,0,0,0,0,0
1996,retired,86,no,iap,20,south atlantic,0,0,0,$25000 or more,south atlantic,2-3x a month,very happy,yes,NA,1,0,0,NA,0,0,NA,1,0,0,1,0,0,0,0,0,0
1996,keeping house,46,no,iap,14,w. sou. central,0,0,0,$25000 or more,south atlantic,once a year,very happy,yes,2,1,0,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,NA
1996,working fulltime,21,NA,NA,14,south atlantic,0,0,0,$25000 or more,south atlantic,sevrl times a yr,pretty happy,NA,2,0,1,0,NA,0,0,NA,1,0,0,1,0,0,0,0,0,1
1996,school,37,NA,NA,13,south atlantic,0,0,0,$25000 or more,south atlantic,sevrl times a yr,pretty happy,yes,3,0,1,0,NA,0,0,NA,1,0,0,1,0,0,0,0,0,NA
1996,working fulltime,63,yes,iap,16,south atlantic,0,1,2,$25000 or more,south atlantic,sevrl times a yr,very happy,iap,NA,1,1,0,NA,0,0,NA,1,0,0,1,0,0,0,0,0,0
1996,working fulltime,47,no,iap,14,e. nor. central,0,0,0,$25000 or more,south atlantic,more thn once wk,pretty happy,NA,2,0,1,0,NA,0,0,NA,0,1,0,1,0,0,0,0,0,0
1996,keeping house,52,no,iap,16,south atlantic,0,0,0,NA,south atlantic,nrly every week,very happy,yes,NA,1,1,0,NA,1,0,NA,0,1,0,1,0,0,0,0,0,0
1996,retired,47,NA,iap,14,south atlantic,0,0,0,NA,south atlantic,once a month,pretty happy,NA,5,0,1,0,NA,1,0,NA,1,0,0,1,0,0,0,0,0,0
1996,working parttime,47,no,iap,14,south atlantic,0,0,0,$25000 or more,south atlantic,sevrl times a yr,very happy,yes,5,1,1,0,NA,1,0,NA,1,0,0,1,0,0,0,0,0,NA
1996,working fulltime,86,no,iap,20,w. sou. central,0,0,1,$25000 or more,south atlantic,nrly every week,pretty happy,yes,1,0,1,0,NA,0,0,NA,0,1,0,1,0,0,0,0,0,NA
1996,working fulltime,27,NA,iap,12,middle atlantic,0,1,0,$25000 or more,south atlantic,lt once a year,pretty happy,NA,2,0,1,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,0
1996,working fulltime,46,no,iap,12,south atlantic,0,0,0,$25000 or more,south atlantic,sevrl times a yr,pretty happy,iap,4,0,1,0,NA,1,0,NA,1,0,0,1,0,0,0,0,0,NA
1996,working fulltime,44,yes,iap,14,middle atlantic,0,0,0,$25000 or more,south atlantic,every week,very happy,NA,3,1,0,1,NA,1,1,NA,0,0,0,1,0,0,0,0,0,0
1996,working fulltime,51,no,iap,16,foreign,0,0,0,$25000 or more,south atlantic,sevrl times a yr,very happy,iap,0,1,1,0,NA,0,0,NA,1,0,0,1,0,0,0,0,0,NA
1996,working fulltime,69,yes,iap,15,south atlantic,0,1,1,$25000 or more,south atlantic,sevrl times a yr,pretty happy,iap,2,0,0,0,NA,1,0,NA,1,0,0,1,0,0,0,0,0,NA
1996,working fulltime,35,yes,iap,12,foreign,0,0,1,$20000 - 24999,south atlantic,every week,very happy,iap,NA,1,0,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,1
1996,working fulltime,51,yes,iap,14,pacific,0,2,0,$25000 or more,south atlantic,never,very happy,yes,NA,1,1,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,1
1996,working fulltime,54,NA,NA,13,south atlantic,0,2,0,$25000 or more,south atlantic,once a year,pretty happy,NA,1,0,1,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,0
1996,working fulltime,51,NA,iap,17,e. nor. central,0,0,0,$25000 or more,south atlantic,every week,pretty happy,iap,1,0,0,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,NA
1996,working fulltime,30,NA,iap,12,middle atlantic,0,0,0,$25000 or more,south atlantic,2-3x a month,not too happy,NA,2,0,1,0,NA,0,0,NA,1,0,0,1,0,0,0,0,0,1
1996,working fulltime,40,NA,NA,14,south atlantic,0,0,0,$25000 or more,south atlantic,sevrl times a yr,pretty happy,iap,NA,0,0,0,NA,1,0,NA,1,0,0,1,0,0,0,0,0,0
1996,working fulltime,63,NA,NA,16,middle atlantic,0,0,0,$25000 or more,south atlantic,sevrl times a yr,very happy,iap,3,1,1,0,NA,0,0,NA,1,0,0,1,0,0,0,0,0,NA
1996,working fulltime,45,NA,NA,16,south atlantic,0,0,0,$25000 or more,south atlantic,once a year,pretty happy,yes,3,0,1,1,NA,0,0,NA,0,0,0,1,0,0,0,0,0,NA
1996,working fulltime,49,NA,iap,12,middle atlantic,0,0,0,$25000 or more,south atlantic,lt once a year,pretty happy,NA,3,0,1,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,0
1996,working parttime,25,no,iap,15,south atlantic,1,0,0,$25000 or more,south atlantic,sevrl times a yr,pretty happy,yes,NA,0,1,0,NA,1,0,NA,1,0,0,1,0,0,0,0,0,1
1996,working fulltime,75,NA,NA,19,south atlantic,0,0,0,$7000 to 7999,south atlantic,2-3x a month,pretty happy,iap,NA,0,1,1,NA,1,1,NA,1,0,0,1,0,0,0,0,0,0
1996,school,44,NA,NA,16,south atlantic,0,0,0,$25000 or more,south atlantic,once a year,very happy,yes,NA,1,1,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,0
1996,working fulltime,63,NA,NA,16,middle atlantic,0,0,0,$25000 or more,south atlantic,once a year,very happy,NA,2,1,1,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,0
1996,working fulltime,51,no,iap,16,south atlantic,0,0,0,$25000 or more,south atlantic,2-3x a month,very happy,iap,1,1,1,0,NA,0,0,NA,1,0,0,1,0,0,0,0,0,NA
1996,working parttime,46,no,iap,18,middle atlantic,0,0,0,$15000 - 19999,south atlantic,once a year,very happy,iap,1,1,0,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,NA
1996,keeping house,64,no,NA,16,south atlantic,0,0,0,$8000 to 9999,south atlantic,once a month,pretty happy,yes,NA,0,1,0,NA,1,0,NA,1,0,0,1,0,0,0,0,0,0
1996,working fulltime,35,no,iap,12,middle atlantic,1,1,0,$25000 or more,south atlantic,every week,very happy,NA,0,1,1,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,0
1996,working fulltime,50,NA,NA,18,south atlantic,0,0,0,$25000 or more,south atlantic,2-3x a month,pretty happy,NA,2,0,1,0,NA,0,0,NA,1,0,0,1,0,0,0,0,0,0
1996,working fulltime,52,NA,NA,14,south atlantic,0,0,0,$25000 or more,south atlantic,every week,pretty happy,iap,3,0,1,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,NA
1996,keeping house,47,no,NA,9,south atlantic,0,0,0,$10000 - 14999,south atlantic,2-3x a month,not too happy,NA,2,0,0,0,NA,1,0,NA,1,0,0,1,0,0,0,0,0,0
1996,working fulltime,51,no,iap,15,south atlantic,0,0,0,$25000 or more,south atlantic,sevrl times a yr,pretty happy,iap,NA,0,0,0,NA,0,0,NA,1,0,0,1,0,0,0,0,0,0
1996,retired,36,no,iap,12,middle atlantic,0,0,0,$20000 - 24999,south atlantic,nrly every week,very happy,NA,2,1,1,0,NA,1,0,NA,0,1,0,1,0,0,0,0,0,0
1996,working fulltime,38,NA,NA,10,foreign,1,0,0,$25000 or more,south atlantic,nrly every week,not too happy,iap,NA,0,1,1,NA,0,0,NA,0,1,0,1,0,0,0,0,0,0
1996,working parttime,23,NA,iap,14,foreign,0,0,0,$25000 or more,south atlantic,never,pretty happy,NA,2,0,1,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,1
1996,retired,34,no,iap,16,middle atlantic,0,0,0,$25000 or more,south atlantic,nrly every week,very happy,NA,2,1,1,0,NA,0,0,NA,0,1,0,1,0,0,0,0,0,0
1996,working fulltime,69,yes,iap,14,new england,0,2,0,$25000 or more,south atlantic,once a year,very happy,iap,NA,1,1,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,0
1996,working fulltime,47,yes,iap,13,e. nor. central,0,0,0,$25000 or more,south atlantic,once a year,very happy,yes,2,1,1,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,NA
1996,working fulltime,51,yes,iap,16,foreign,0,0,1,$25000 or more,south atlantic,lt once a year,very happy,NA,0,1,0,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,0
1996,working fulltime,23,NA,NA,13,south atlantic,0,0,0,$10000 - 14999,south atlantic,lt once a year,very happy,iap,3,1,0,1,NA,0,0,NA,0,0,0,1,0,0,0,0,0,NA
1996,retired,31,yes,NA,10,south atlantic,0,0,0,$15000 - 19999,south atlantic,more thn once wk,pretty happy,NA,3,0,0,1,NA,1,1,NA,0,1,0,1,0,0,0,0,0,1
1996,working fulltime,41,no,NA,9,south atlantic,0,0,0,$20000 - 24999,south atlantic,once a year,pretty happy,iap,2,0,0,1,NA,1,1,NA,0,0,0,1,0,0,0,0,0,NA
1996,retired,66,no,iap,18,south atlantic,0,0,0,$25000 or more,south atlantic,sevrl times a yr,pretty happy,iap,NA,0,0,1,NA,0,0,NA,1,0,0,1,0,0,0,0,0,0
1996,working fulltime,65,NA,iap,18,south atlantic,0,0,0,$25000 or more,south atlantic,2-3x a month,pretty happy,iap,1,0,0,1,NA,1,1,NA,1,0,0,1,0,0,0,0,0,NA
1996,working fulltime,45,NA,iap,13,south atlantic,0,1,1,$25000 or more,south atlantic,once a month,not too happy,NA,3,0,0,1,NA,0,0,NA,1,0,0,1,0,0,0,0,0,0
1996,school,28,NA,iap,11,south atlantic,0,1,1,lt $1000,south atlantic,nrly every week,pretty happy,yes,3,0,0,1,NA,1,1,NA,0,1,0,1,0,0,0,0,0,NA
1996,working fulltime,74,NA,iap,16,south atlantic,0,2,0,NA,south atlantic,every week,pretty happy,iap,NA,0,1,1,NA,1,1,NA,0,0,0,1,0,0,0,0,0,1
1996,retired,60,no,iap,15,south atlantic,0,0,0,$25000 or more,south atlantic,never,pretty happy,NA,7,0,0,1,NA,0,0,NA,0,0,0,1,0,0,0,0,0,0
1996,working parttime,66,no,iap,11,new england,0,1,1,$25000 or more,south atlantic,nrly every week,pretty happy,iap,NA,0,0,0,NA,0,0,NA,0,1,0,1,0,0,0,0,0,1
1996,working fulltime,64,no,iap,16,south atlantic,0,0,2,$25000 or more,south atlantic,every week,very happy,iap,1,1,1,1,NA,1,1,NA,0,0,0,1,0,0,0,0,0,NA
1996,"unempl, laid off",23,no,iap,16,e. nor. central,0,0,0,$25000 or more,south atlantic,every week,very happy,yes,NA,1,1,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,1
1996,working fulltime,42,NA,iap,12,new england,0,0,0,$25000 or more,south atlantic,NA,pretty happy,NA,2,0,1,0,NA,0,0,NA,NA,NA,0,1,0,0,0,0,0,1
1996,working fulltime,34,NA,iap,12,south atlantic,3,1,1,$25000 or more,south atlantic,more thn once wk,pretty happy,NA,1,0,1,0,NA,1,0,NA,0,1,0,1,0,0,0,0,0,1
1996,working parttime,30,NA,NA,18,south atlantic,0,0,0,$25000 or more,south atlantic,lt once a year,not too happy,iap,NA,0,0,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,1
1996,working fulltime,22,yes,iap,14,foreign,0,2,0,$25000 or more,south atlantic,every week,very happy,iap,NA,1,1,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,1
1996,working fulltime,43,no,iap,14,pacific,1,0,0,$25000 or more,south atlantic,2-3x a month,pretty happy,iap,1,0,1,0,NA,1,0,NA,1,0,0,1,0,0,0,0,0,NA
1996,working fulltime,30,no,iap,14,south atlantic,0,1,1,$25000 or more,south atlantic,once a month,very happy,NA,2,1,1,1,NA,0,0,NA,1,0,0,1,0,0,0,0,0,1
1996,school,42,NA,iap,12,foreign,2,0,0,$25000 or more,south atlantic,every week,pretty happy,NA,2,0,0,1,NA,1,1,NA,0,0,0,1,0,0,0,0,0,1
1996,keeping house,20,NA,iap,10,south atlantic,0,1,0,NA,south atlantic,every week,pretty happy,NA,7,0,0,1,NA,1,1,NA,0,0,0,1,0,0,0,0,0,0
1996,keeping house,23,no,NA,8,south atlantic,0,0,0,NA,south atlantic,every week,very happy,yes,4,1,0,1,NA,1,1,NA,0,0,0,1,0,0,0,0,0,NA
1996,working fulltime,30,NA,iap,13,south atlantic,0,1,1,$15000 - 19999,south atlantic,nrly every week,pretty happy,yes,12,0,0,1,NA,0,0,NA,0,1,0,1,0,0,0,0,0,NA
1996,working fulltime,40,NA,NA,13,south atlantic,0,0,0,NA,south atlantic,every week,very happy,iap,3,1,1,1,NA,1,1,NA,0,0,0,1,0,0,0,0,0,NA
1996,keeping house,NA,NA,NA,13,south atlantic,1,0,0,NA,south atlantic,sevrl times a yr,not too happy,iap,NA,0,0,1,NA,1,1,NA,1,0,0,1,0,0,0,0,0,1
1996,working fulltime,64,NA,iap,13,south atlantic,0,0,0,NA,south atlantic,more thn once wk,very happy,yes,NA,1,0,1,NA,1,1,NA,0,1,0,1,0,0,0,0,0,1
1996,working fulltime,22,no,iap,11,south atlantic,0,0,0,$25000 or more,south atlantic,sevrl times a yr,very happy,NA,6,1,1,0,NA,0,0,NA,1,0,0,1,0,0,0,0,0,0
1996,working fulltime,52,yes,iap,16,middle atlantic,0,0,0,NA,south atlantic,every week,very happy,NA,1,1,1,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,0
1996,keeping house,NA,NA,NA,11,south atlantic,3,0,0,NA,south atlantic,never,not too happy,iap,NA,0,1,1,NA,1,1,NA,0,0,0,1,0,0,0,0,0,1
1996,working fulltime,51,NA,NA,12,south atlantic,0,1,1,$10000 - 14999,south atlantic,2-3x a month,not too happy,iap,5,0,0,1,NA,1,1,NA,1,0,0,1,0,0,0,0,0,NA
1996,retired,51,no,iap,13,middle atlantic,0,0,0,NA,south atlantic,more thn once wk,very happy,iap,NA,1,1,0,NA,0,0,NA,0,1,0,1,0,0,0,0,0,0
1996,keeping house,29,NA,iap,9,middle atlantic,0,0,0,NA,south atlantic,once a month,not too happy,NA,2,0,1,0,NA,1,0,NA,1,0,0,1,0,0,0,0,0,0
1996,keeping house,24,no,NA,10,new england,0,0,0,NA,south atlantic,every week,not too happy,NA,5,0,1,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,1
1996,working fulltime,52,NA,NA,17,w. sou. central,0,0,0,$25000 or more,south atlantic,once a year,pretty happy,iap,2,0,1,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,NA
1996,working fulltime,44,no,iap,14,south atlantic,0,0,0,$25000 or more,south atlantic,lt once a year,pretty happy,yes,NA,0,0,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,0
1996,retired,28,NA,iap,11,south atlantic,0,0,0,$6000 to 6999,south atlantic,sevrl times a yr,pretty happy,NA,5,0,1,0,NA,1,0,NA,1,0,0,1,0,0,0,0,0,0
1996,working fulltime,51,yes,iap,12,south atlantic,0,0,2,$25000 or more,south atlantic,never,not too happy,NA,2,0,1,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,0
1996,working fulltime,36,NA,NA,12,south atlantic,0,0,0,$10000 - 14999,south atlantic,sevrl times a yr,pretty happy,iap,3,0,1,0,NA,0,0,NA,1,0,0,1,0,0,0,0,0,NA
1996,retired,60,yes,NA,14,south atlantic,0,0,0,$15000 - 19999,south atlantic,every week,pretty happy,NA,3,0,0,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,0
1996,retired,69,NA,iap,13,middle atlantic,0,0,0,$20000 - 24999,south atlantic,never,not too happy,iap,NA,0,0,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,0
1996,retired,31,NA,iap,7,foreign,0,0,0,$8000 to 9999,south atlantic,more thn once wk,pretty happy,iap,NA,0,0,0,NA,0,0,NA,0,1,0,1,0,0,0,0,0,0
1996,keeping house,32,no,iap,11,south atlantic,1,0,0,$10000 - 14999,south atlantic,never,pretty happy,iap,NA,0,0,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,1
1996,keeping house,34,no,iap,12,e. sou. central,0,0,0,$25000 or more,south atlantic,every week,very happy,NA,2,1,0,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,0
1996,keeping house,23,no,iap,13,south atlantic,1,0,0,$25000 or more,south atlantic,never,pretty happy,NA,5,0,0,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,1
1996,school,NA,NA,NA,9,south atlantic,0,0,0,$25000 or more,south atlantic,once a year,pretty happy,iap,1,0,1,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,NA
1996,keeping house,36,no,NA,13,south atlantic,0,0,0,$10000 - 14999,south atlantic,2-3x a month,pretty happy,NA,4,0,1,0,NA,1,0,NA,1,0,0,1,0,0,0,0,0,0
1996,keeping house,27,no,iap,12,south atlantic,0,0,0,$10000 - 14999,south atlantic,lt once a year,pretty happy,yes,NA,0,0,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,0
1996,working fulltime,44,NA,NA,12,south atlantic,0,0,0,$25000 or more,south atlantic,once a year,pretty happy,yes,NA,0,1,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,0
1996,keeping house,42,yes,iap,13,middle atlantic,0,0,0,$10000 - 14999,south atlantic,every week,very happy,iap,4,1,1,1,NA,1,1,NA,0,0,0,1,0,0,0,0,0,NA
1996,working fulltime,30,NA,iap,14,middle atlantic,0,0,0,$20000 - 24999,south atlantic,more thn once wk,very happy,NA,5,1,0,1,NA,0,0,NA,0,1,0,1,0,0,0,0,0,0
1996,working fulltime,41,yes,iap,14,middle atlantic,0,0,2,$25000 or more,south atlantic,2-3x a month,pretty happy,NA,1,0,1,0,NA,1,0,NA,1,0,0,1,0,0,0,0,0,0
1996,keeping house,66,yes,iap,15,e. nor. central,0,0,0,$25000 or more,south atlantic,lt once a year,pretty happy,iap,3,0,0,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,NA
1996,keeping house,43,no,NA,14,south atlantic,0,0,0,$8000 to 9999,south atlantic,every week,pretty happy,NA,4,0,1,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,0
1996,keeping house,40,no,iap,14,south atlantic,2,3,1,$25000 or more,south atlantic,every week,very happy,iap,0,1,1,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,NA
1996,working fulltime,51,NA,NA,14,south atlantic,0,0,0,$15000 - 19999,south atlantic,sevrl times a yr,pretty happy,yes,NA,0,1,0,NA,0,0,NA,1,0,0,1,0,0,0,0,0,1
1996,working parttime,44,NA,NA,13,south atlantic,0,0,0,$20000 - 24999,south atlantic,2-3x a month,pretty happy,yes,5,0,1,0,NA,1,0,NA,1,0,0,1,0,0,0,0,0,NA
1996,retired,59,no,iap,14,south atlantic,0,0,0,$25000 or more,south atlantic,every week,pretty happy,iap,2,0,1,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,NA
1996,retired,51,no,iap,12,e. sou. central,0,0,0,NA,south atlantic,every week,pretty happy,NA,3,0,1,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,0
1996,keeping house,32,no,iap,13,south atlantic,0,1,0,$25000 or more,south atlantic,every week,very happy,yes,NA,1,0,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,0
1996,working parttime,39,no,yes,12,middle atlantic,0,0,0,$10000 - 14999,south atlantic,never,very happy,NA,6,1,1,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,0
1996,keeping house,NA,yes,NA,6,south atlantic,0,0,0,$15000 - 19999,south atlantic,more thn once wk,pretty happy,iap,NA,0,1,0,NA,1,0,NA,0,1,0,1,0,0,0,0,0,0
1996,working fulltime,51,NA,iap,12,south atlantic,0,0,0,$10000 - 14999,south atlantic,2-3x a month,pretty happy,iap,0,0,1,1,NA,1,1,NA,1,0,0,1,0,0,0,0,0,NA
1996,keeping house,47,yes,iap,13,e. sou. central,0,0,0,$3000 to 3999,south atlantic,once a month,pretty happy,yes,NA,0,1,0,NA,1,0,NA,1,0,0,1,0,0,0,0,0,0
1996,working fulltime,44,NA,iap,12,south atlantic,0,1,0,$25000 or more,south atlantic,sevrl times a yr,pretty happy,yes,5,0,1,0,NA,0,0,NA,1,0,0,1,0,0,0,0,0,NA
1996,keeping house,17,yes,yes,5,south atlantic,0,0,0,$10000 - 14999,south atlantic,every week,pretty happy,iap,2,0,0,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,NA
1996,working fulltime,51,yes,iap,12,south atlantic,0,0,0,$25000 or more,south atlantic,sevrl times a yr,very happy,NA,4,1,0,0,NA,0,0,NA,1,0,0,1,0,0,0,0,0,1
1996,working fulltime,60,NA,yes,13,south atlantic,0,0,0,$25000 or more,south atlantic,2-3x a month,pretty happy,yes,4,0,0,1,NA,0,0,NA,1,0,0,1,0,0,0,0,0,NA
1996,working parttime,69,NA,iap,12,w. nor. central,0,0,0,$10000 - 14999,south atlantic,more thn once wk,very happy,iap,3,1,1,0,NA,1,0,NA,0,1,0,1,0,0,0,0,0,NA
1996,keeping house,24,no,NA,8,south atlantic,0,0,0,$4000 to 4999,south atlantic,nrly every week,very happy,iap,NA,1,1,0,NA,1,0,NA,0,1,0,1,0,0,0,0,0,0
1996,working fulltime,51,no,iap,14,south atlantic,0,0,0,$25000 or more,south atlantic,NA,pretty happy,NA,2,0,0,1,NA,0,0,NA,NA,NA,0,1,0,0,0,0,0,1
1996,keeping house,42,yes,iap,12,south atlantic,0,0,0,$20000 - 24999,south atlantic,once a month,very happy,NA,5,1,0,0,NA,1,0,NA,1,0,0,1,0,0,0,0,0,0
1996,"unempl, laid off",27,NA,NA,12,south atlantic,0,0,0,$20000 - 24999,south atlantic,sevrl times a yr,pretty happy,yes,5,0,0,1,NA,0,0,NA,1,0,0,1,0,0,0,0,0,NA
1996,working fulltime,36,NA,NA,12,south atlantic,0,1,0,$15000 - 19999,south atlantic,sevrl times a yr,pretty happy,yes,NA,0,1,0,NA,0,0,NA,1,0,0,1,0,0,0,0,0,0
1996,working fulltime,50,NA,iap,8,south atlantic,0,0,0,$25000 or more,south atlantic,never,very happy,iap,NA,1,0,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,1
1996,working fulltime,51,NA,NA,8,south atlantic,1,0,0,$10000 - 14999,south atlantic,lt once a year,not too happy,NA,2,0,1,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,1
1996,keeping house,29,NA,iap,12,south atlantic,0,1,0,$10000 - 14999,south atlantic,sevrl times a yr,pretty happy,iap,NA,0,0,0,NA,1,0,NA,1,0,0,1,0,0,0,0,0,NA
1996,working parttime,74,NA,NA,13,south atlantic,0,0,0,$7000 to 7999,south atlantic,never,pretty happy,NA,3,0,1,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,1
1996,keeping house,36,NA,NA,9,middle atlantic,0,0,0,$3000 to 3999,south atlantic,more thn once wk,not too happy,iap,10,0,0,1,NA,1,1,NA,0,1,0,1,0,0,0,0,0,NA
1996,other,40,no,NA,9,south atlantic,0,0,0,$3000 to 3999,south atlantic,2-3x a month,pretty happy,yes,2,0,0,1,NA,0,0,NA,1,0,0,1,0,0,0,0,0,NA
1996,working fulltime,59,NA,NA,16,e. sou. central,0,0,0,$25000 or more,e. sou. central,2-3x a month,pretty happy,NA,3,0,1,0,NA,1,0,NA,1,0,0,1,0,0,0,0,0,0
1996,working fulltime,61,no,NA,16,foreign,0,0,0,$25000 or more,e. sou. central,sevrl times a yr,pretty happy,NA,0,0,1,0,NA,1,0,NA,1,0,0,1,0,0,0,0,0,0
1996,retired,39,no,iap,12,e. sou. central,0,0,0,NA,e. sou. central,once a month,very happy,yes,NA,1,1,0,NA,0,0,NA,1,0,0,1,0,0,0,0,0,0
1996,"unempl, laid off",49,NA,iap,12,middle atlantic,3,2,0,NA,e. sou. central,every week,pretty happy,yes,NA,0,0,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,0
1996,working parttime,46,NA,NA,17,e. sou. central,0,0,0,$4000 to 4999,e. sou. central,lt once a year,pretty happy,iap,5,0,0,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,NA
1996,retired,69,yes,NA,14,e. nor. central,0,0,0,NA,e. sou. central,sevrl times a yr,very happy,iap,NA,1,1,0,NA,1,0,NA,1,0,0,1,0,0,0,0,0,0
1996,working fulltime,74,NA,iap,13,e. sou. central,0,0,0,$25000 or more,e. sou. central,once a year,pretty happy,NA,1,0,1,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,0
1996,keeping house,NA,yes,yes,13,e. sou. central,0,0,0,NA,e. sou. central,2-3x a month,very happy,NA,2,1,1,0,NA,1,0,NA,1,0,0,1,0,0,0,0,0,0
1996,working fulltime,36,yes,iap,12,pacific,0,2,0,$25000 or more,e. sou. central,never,not too happy,yes,2,0,0,0,NA,1,0,NA,0,0,0,1,0,0,0,0,0,NA
1996,working fulltime,32,yes,iap,14,e. sou. central,2,0,0,$25000 or more,e. sou. central,once a month,pretty happy,yes,NA,0,1,1,NA,1,1,NA,1,0,0,1,0,0,0,0,0,1
1996,working fulltime,40,yes,iap,12,e. sou. central,1,0,0,$25000 or more,e. sou. central,once a year,very happy,iap,1,1,1,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,NA
1996,working fulltime,51,no,iap,10,w. sou. central,0,1,2,$25000 or more,e. sou. central,once a year,pretty happy,yes,11,0,0,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,NA
1996,working fulltime,45,NA,iap,12,new england,2,0,0,$25000 or more,e. sou. central,more thn once wk,very happy,iap,NA,1,1,0,NA,0,0,NA,0,1,0,1,0,0,0,0,0,1
